institution_name,location,region,size,focus,res,status,rank_2025,rank_2024,overall,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,rank_update
Universidad de Valparaíso (UV),Chile,Americas,Large,Full Comprehensive,High,Public,1201,1201,8,10.9,4,8.5,2.9,6.3,1.8,39.7,2.2,4,0
Universidad del Bío-Bío,Chile,Americas,Medium,Foucsed,Very High,Public,1201,1201,6.14,8,3,3.2,4,8.7,1.4,30.3,2,1,0
Universidad del Desarrollo (UDD),Chile,Americas,Large,Comprehensive,High,Private,1201,1201,6.78,7.2,8.6,11.7,2.3,7.3,2,14.7,4.9,5.1,0
Universidad del Salvador,Argentina,Americas,Medium,Full Comprehensive,Medium,Private,1201,1201,5.99,3.7,5.8,19.9,1,4.9,7.4,1.2,16.2,6.75,0
Universidad del Zulia,Venezuela,Americas,Medium,Full Comprehensive,Medium,Public,1201,1201,6.83,10.1,5.8,4.1,2.1,12.5,9.6,13.4,5.6,1,0
Universidad Industrial de Santander - UIS,Colombia,Americas,Large,Full Comprehensive,Medium,Public,1201,1001,7.42,9.7,14.8,4.6,2.1,4.1,1.4,12.4,9,1.3,-200
Universidad La Salle (ULSA),Mexico,Americas,Medium,Full Comprehensive,Medium,Semi-Autonomous,1201,1001,6.58,4.5,15,22.3,1.1,2.2,1.6,1,4.8,1,-200
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,Americas,Small,Comprehensive,Low,Private,1201,708.5249663,8.46,7.5,8.8,31.5,1,8.5,9.1,1,5.5,6.75,-492.4750337
Universidad Mayor de San Andrés (UMSA),Bolivia,Americas,Extra Large,Full Comprehensive,Low,Public,1201,1201,6.4,6.3,2.8,1.2,1.6,6.4,1,15.1,49.6,1,0
Universidad Metropolitana,Venezuela,Americas,Medium,Comprehensive,Low,Private,1201,1001,7.19,7.6,15.1,4.4,1.1,4.4,1.6,1.1,25.9,6.75,-200
Universidad Nacional Agraria la Molina,Peru,Americas,Medium,Foucsed,High,Public,1201,1201,5.65,7,6.4,12.4,1.6,1.3,1.7,9.4,6.7,1.5,0
Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Americas,Extra Large,Full Comprehensive,Low,Public,1201,1401,7.29,5.1,4,3.3,1,1.8,9.6,18.5,61.8,1,200
Universidad Nacional de Ingeniería Peru,Peru,Americas,Medium,Foucsed,High,Public,1201,951,9.9,7.4,27.2,9.1,1.5,12.5,9.6,5.6,19.1,1,-250
Universidad Nacional de Mar del Plata,Argentina,Americas,Large,Comprehensive,High,Public,1201,1201,6.84,8.6,2.8,4.9,3.5,12.5,9.6,28.5,1.2,1.2,0
Universidad Nacional de Río Cuarto - UNRC,Argentina,Americas,Large,Comprehensive,Medium,Public,1201,1201,6.83,4.1,1.6,33.2,1.4,12.5,9.6,10.7,1.3,1,0
Universidad Nacional de San Martín (UNSAM),Argentina,Americas,Large,Comprehensive,High,Public,1201,1201,6.46,11.3,2.7,6.2,2.2,1.6,3.7,24.5,1.2,1.1,0
Universidad Nacional del Litoral,Argentina,Americas,Extra Large,Comprehensive,High,Public,1201,1201,7.36,12.7,5.7,2.2,2.5,5,1.2,24.5,3.7,5.1,0
Universidad Nacional del Sur,Argentina,Americas,Large,Full Comprehensive,High,Public,1201,1401,7.1,6.7,2,17.8,1.7,12.5,9.6,27.2,2.9,1.2,200
Universidad Nacional  Costa Rica,Costa Rica,Americas,Large,Comprehensive,Medium,Public,1201,1001,7.89,10.2,10.5,12.1,1.5,9.7,2.3,17.2,4.7,1,-200
Universidad Peruana de Ciencias Aplicadas,Peru,Americas,Extra Large,Foucsed,High,Private,1201,1001,8.7,11.3,22.6,3,1.1,13.6,1.5,8,3.9,1.1,-200
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,Extra Large,Full Comprehensive,High,Public,1201,1201,8.85,9.5,5.1,17.4,2.5,3.5,1.2,35.7,18.2,1.3,0
Universidade Federal da Bahia,Brazil,Americas,Extra Large,Full Comprehensive,High,Public,1201,1201,8.09,9,2.7,8.5,3.1,5.1,1.4,48.8,12.4,2.5,0
Universidade Federal de Juiz de Fora- (UFJF),Brazil,Americas,Large,Comprehensive,Very High,Public,1201,1201,8.01,3.8,2,30.3,2.8,12.5,9.6,35.2,1.3,1,0
Universidade Federal de Pelotas,Brazil,Americas,Large,Comprehensive,Very High,Public,1201,1201,7.05,4.7,1.3,26,4.7,12.5,1.3,21.7,1.3,1.3,0
Universidade Federal de Santa Maria,Brazil,Americas,Large,Full Comprehensive,High,Public,1201,1201,7.92,6.4,1.5,17.5,5.2,2.5,1.4,37.9,6.3,11.5,0
Universidade Federal de Viçosa (UFV),Brazil,Americas,Large,Full Comprehensive,High,Public,1201,1201,6.02,5.1,2.4,10.9,7.8,2.4,1.9,20.2,3.8,1.3,0
Universidade Federal do Ceará (UFC),Brazil,Americas,Extra Large,Full Comprehensive,High,Public,1201,1201,6.91,7.4,2.8,6.3,5.3,1.3,1.2,43.4,3.7,2,0
Universidade Federal do Rio Grande Do Norte,Brazil,Americas,Extra Large,Full Comprehensive,High,Public,1201,1401,6.86,5.2,1.2,9.5,3.4,12.5,9.6,45,1.3,1.4,200
Universidade Presbiteriana Mackenzie,Brazil,Americas,Medium,Comprehensive,High,Private,1201,1201,7.27,3.5,8.7,12.3,2.1,2.4,1.1,12.5,48.3,1,0
Università degli studi di Bergamo,Italy,Europe,Large,Foucsed,Very High,Public,1201,1201,5.78,5.7,2.4,1.9,6.5,4.3,6.7,27.8,4.3,1.2,0
Universitas Islam Indonesia,Indonesia,Asia,Large,Comprehensive,High,Private,1201,1201,5.62,11.2,4.9,2,1.8,2.2,1.2,10.7,3.9,1.3,0
Universitas Muhammadiyah Yogyakarta,Indonesia,Asia,Large,Foucsed,High,Private,1201,1201,6.56,6.6,2.8,3.2,1.4,57.9,1.9,7.9,2.3,1.2,0
Universitas Pendidikan Indonesia,Indonesia,Asia,Extra Large,Foucsed,Very High,Public,1201,1201,7.04,10.9,4.1,12,1.4,13.2,1.6,13.1,2.3,3.3,0
Universitas Sumatera Utara,Indonesia,Asia,Extra Large,Full Comprehensive,High,Public,1201,1201,8.77,8.8,8,24.9,1.3,12.6,2.5,18.3,5.5,4.6,0
Universitatea de Vest din Timisoara / West University of Timisoara,Romania,Europe,Large,Foucsed,High,Public,1201,1201,8.34,9.2,9.7,4.7,2.8,1.6,6.7,27.5,23.5,2.7,0
Université de Limoges,France,Europe,Medium,Specialist,Very High,Public,1201,1201,9.39,6.6,2.3,17.2,5.5,12.5,9.6,58.8,2.9,1.1,0
Université Jean Moulin Lyon 3,France,Europe,Large,Specialist,Very High,Public,1201,1201,7.2,8.8,5.2,1.8,2.3,18.7,30.2,8.5,4.4,1,0
Universiti Kuala Lumpur (UniKL),Malaysia,Asia,Large,Full Comprehensive,High,Semi-Autonomous,1201,1001,7.98,6,5.3,32.7,2.2,7.4,3.9,17.3,3.9,1,-200
Universiti Malaysia Perlis,Malaysia,Asia,Medium,Foucsed,Very High,Public,1201,1001,8.52,7.8,5.1,19.2,6.7,1.8,3.5,31.1,3.9,2.8,-200
Universiti Teknikal Malaysia Melaka,Malaysia,Asia,Medium,Specialist,Very High,Public,1201,1201,6.67,6.3,5.7,10.6,5.8,3.9,4.8,18.9,3.9,2.5,0
University of Babylon,Iraq,Asia,Large,Full Comprehensive,High,Public,1201,1201,6.57,4.6,9.8,14.5,2,1.1,1,29.9,4.3,1.2,0
University of Basrah,Iraq,Asia,Extra Large,Full Comprehensive,High,Public,1201,1201,7.52,5.5,9.3,18.4,1.4,1.3,1.1,33.7,10,1,0
University of Bialystok,Poland,Europe,Medium,Foucsed,Very High,Public,1201,1201,7.44,5.4,2.7,24,2.6,12.5,4.7,28.6,3.1,1,0
University of International Business and Economics,China (Mainland),Asia,Large,Foucsed,High,Public,1201,1201,5.91,3.7,2.3,9.7,3,7,30.3,5.3,14,1.1,0
University of Kragujevac,Serbia,Europe,Large,Foucsed,Very High,Public,1201,1401,6.04,3.9,3,8.5,3.7,1,1.1,44.1,9.3,1,200
University of Kufa,Iraq,Asia,Large,Full Comprehensive,High,Public,1201,1201,7.78,4.4,12.8,29,1.4,4.4,1.1,16.4,4.2,1,0
University of Memphis,United States,Americas,Large,Comprehensive,Very High,Public,1201,1201,7.1,3.1,2.5,12.1,8,2.2,8.3,39.4,7.6,2.1,0
University of Miskolc,Hungary,Europe,Medium,Foucsed,Very High,Private,1201,1201,7.18,6.6,5.7,18.6,2.4,3.1,3.8,19.2,13,1,0
University of Missouri Saint Louis,United States,Americas,Medium,Specialist,Very High,Public,1201,1201,6.47,4.2,4.2,12.3,10.5,3.4,3.1,9.8,7.7,1,0
University of Ni,Serbia,Europe,Large,Full Comprehensive,High,Public,1201,1201,7.66,5,5.5,12.5,2.4,12.5,5.7,49,4,1,0
University of North Carolina at Greensboro,United States,Americas,Large,Comprehensive,High,Public,1201,1201,7.2,2.6,2.4,8.9,10.1,5.9,3.4,50.7,1.5,1.6,0
University of Ostrava,Czech Republic,Europe,Medium,Full Comprehensive,High,Public,1201,1201,8.1,6.3,1.1,15.6,3.6,27.7,16.6,27,2.9,1,0
University of Pannonia,Hungary,Europe,Small,Foucsed,Very High,Public,1201,1201,8.82,4.2,4,22,8.5,3.3,8.3,44.7,4,1,0
University of Pardubice,Czech Republic,Europe,Medium,Foucsed,Very High,Public,1201,1001,8.76,4.5,2.3,44.5,3.1,9.7,8.8,18.7,1.7,1,-200
University of Peradeniya,Sri Lanka,Asia,Large,Comprehensive,High,Public,1201,1201,8.12,9,11.6,12,2,1,1.3,22.7,10.9,5.8,0
University of Primorska,Slovenia,Europe,Medium,Comprehensive,High,Public,1201,1001,8.34,3.7,2.5,8.9,4.1,25,26.4,46.3,4.2,1,-200
University of Rijeka,Croatia,Europe,Large,Comprehensive,High,Public,1201,1201,7.96,6.1,4.3,13.8,4.3,2.5,1.8,45.8,12,2.9,0
University of Rzeszów,Poland,Europe,Large,Full Comprehensive,High,Public,1201,1201,6.2,5.2,1.8,15.1,2.7,12.5,1.7,28.3,3,1,0
University of San Diego,United States,Americas,Medium,Comprehensive,High,Private,1201,1201,7.43,6.2,7,25.5,2.7,3.1,6.8,5.5,12.2,1,0
University of San Francisco,United States,Americas,Medium,Comprehensive,High,Private,1201,1001,7.98,5.9,4.4,18.7,3.6,2.3,20.2,6,29.5,1.2,-200
University of Silesia in Katowice,Poland,Europe,Large,Comprehensive,Very High,Public,1201,1201,8.38,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,2.4,0
University of South Alabama (USA),United States,Americas,Medium,Comprehensive,Very High,Public,1201,1201,7,4.7,5.9,19,6.1,12.5,2.1,13.6,2.3,1.2,0
University of Split,Croatia,Europe,Large,Full Comprehensive,High,Public,1201,1201,7.22,6.3,4,5,4.2,1.4,2,47.5,12.3,4.5,0
University of Sri Jayewardenepura,Sri Lanka,Asia,Large,Comprehensive,High,Public,1201,708.5249663,6.45,6,10.4,4.5,3.3,12.5,1,14.1,11,1,-492.4750337
University of the Pacific,United States,Americas,Medium,Comprehensive,High,Private,1201,1201,6.57,2.2,3.5,31.9,3,3.2,12,7.6,8.1,1,0
University of Tyumen,Russia,Europe,Medium,Foucsed,Very High,Public,1201,1001,7.98,3.6,2.1,37.1,1.6,4.5,13.8,27,4.5,1.3,-200
University of West Bohemia,Czech Republic,Europe,Medium,Foucsed,Very High,Public,1201,1201,7.12,5.6,2.1,10.9,3.8,12.5,9.6,37.2,5.2,1,0
University of Wisconsin Milwaukee,United States,Americas,Large,Foucsed,Very High,Public,1201,1001,8.65,7.6,2.4,9.7,9.8,5.7,5.1,39.5,6.8,4.5,-200
University POLITEHNICA of Bucharest,Romania,Europe,Large,Foucsed,Very High,Public,1201,1201,8.72,5.2,12.7,3.4,6.9,1.4,2.6,61.8,3.9,1,0
Vancouver Island University,Canada,Americas,Large,Foucsed,Medium,Public,1201,1001,8.36,4.5,3.7,48.8,1.1,12.5,9.6,2.6,1.5,1,-200
Voronezh State University,Russia,Europe,Large,Comprehensive,High,Public,1201,1201,6.49,5.4,2.7,21.8,1.3,3,21.4,12.1,3,1,0
Western Michigan University,United States,Americas,Large,Full Comprehensive,High,Public,1201,1001,8.54,4.9,4.9,10,5.8,21.4,10.6,33.3,16.5,1.6,-200
Yamaguchi University,Japan,Asia,Medium,Full Comprehensive,High,Public,1201,1001,7.99,3.9,1.8,41.8,4.2,6.7,2.5,18.7,1.8,1,-200
Yogyakarta State University,Indonesia,Asia,Large,Foucsed,Very High,Public,1201,1201,6.51,11.7,3.3,8.7,1.4,13.5,1.7,8.6,2.3,1,0
Youngsan University,South Korea,Asia,Medium,Foucsed,Medium,Semi-Autonomous,1201,1201,5.76,4,10,19.3,1.3,2.5,9.9,2,1.9,1,0
Yuan Ze University,Taiwan,Asia,Medium,Foucsed,Very High,Semi-Autonomous,1201,1201,7.2,5.5,5.6,8.7,9,12.2,11.7,12.4,2,2.4,0
Zagazig University,Egypt,Africa,Extra Large,Full Comprehensive,High,Public,1201,1201,7.88,7.7,4.9,3,2.6,1.1,2.5,67.7,3.7,5.3,0
Don State Technical University,Russia,Europe,Large,Comprehensive,Very High,Public,1401,1201,4.68,3.5,3.5,12.8,1.4,1.6,14.9,11.4,1.9,1,-200
Akdeniz Üniversitesi,Turkey,Asia,Extra Large,Foucsed,Very High,Public,1401,1401,5.33,5.7,4.8,3.5,3,1.2,1.1,33.7,2,1,0
California Polytechnic State University,United States,Americas,Large,Comprehensive,High,Public,1401,1201,6.6,3.6,9.1,6.7,3,12.5,9.6,25.5,8.7,1.3,-200
California State University - Los Angeles,United States,Americas,Large,Comprehensive,High,Public,1401,1401,4.38,5.2,3.3,3.8,2.9,3.6,2.3,14.9,5.5,1,0
California State University  Long Beach,United States,Americas,Extra Large,Comprehensive,High,Public,1401,1201,4.04,3.7,4.1,4.8,2.9,2.6,3.4,16.4,1.7,1,-200
Católica de Córdoba,Argentina,Americas,Medium,Full Comprehensive,Medium,Private,1401,1201,4.66,5.3,2.6,17.1,1.1,3.6,3.6,2.3,4.6,1,-200
East West University,Bangladesh,Asia,Large,Foucsed,Medium,Private,1401,1201,5.46,6.8,12.8,2.8,2.4,1.4,1,7.4,3.9,1.1,-200
Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,Americas,Medium,Comprehensive,Medium,Semi-Autonomous,1401,1201,4.58,5.2,3.3,10.2,1.7,3.2,1.2,5.9,12.1,1,-200
Humboldt State University,United States,Americas,Medium,Comprehensive,High,Public,1401,1401,3.89,3,2.5,9.7,3.7,2.9,1.2,9.9,3.1,1,0
Illinois State University,United States,Americas,Large,Comprehensive,High,Public,1401,1401,4.64,3.4,2.8,5.6,4.1,4.7,3.1,20,7.6,1.1,0
Indian Institute of Information Technology  Allahabad,India,Asia,Small,Foucsed,Very High,Public,1401,708.5249663,5.25,4.1,4.4,2,10.7,12.5,2.1,2.6,2.1,1,-692.4750337
Indiana State University,United States,Americas,Medium,Comprehensive,High,Public,1401,1201,4.77,6.2,4.4,8.5,3,1.7,2.2,4.2,6.8,1,-200
International University of Business Agriculture and Technology,Bangladesh,Asia,Medium,Foucsed,High,Private,1401,1401,4.12,6.6,4.1,2.6,2.3,1.4,1.3,8.6,3.8,1,0
Irkutsk State University,Russia,Europe,Large,Comprehensive,High,Public,1401,1401,4.85,3.3,1.8,14.1,1.3,1.9,3.8,26.4,5.2,1.2,0
Korkyt Ata Kyzylorda University,Kazakhstan,Asia,Medium,Foucsed,Medium,Public,1401,1201,4.56,7,7.9,5.7,1,3.4,1.2,1,3.3,1.1,-200
Kwansei Gakuin University,Japan,Asia,Large,Comprehensive,High,Private,1401,1201,5.32,4.1,5.1,5,2.4,21.9,3.4,13,7.7,1,-200
Lucian Blaga University of Sibiu,Romania,Europe,Large,Full Comprehensive,Medium,Public,1401,1201,4.74,3.6,3.2,8.5,1.9,13.9,2.9,17,4.1,1.2,-200
M.Kh. Dulaty Taraz Regional University,Kazakhstan,Asia,Large,Comprehensive,Medium,Public,1401,1201,4.81,7.6,2.7,12,1,1.1,6.7,2.6,3.1,1.1,-200
MIREA - Russian Technological University,Russia,Europe,Large,Foucsed,Very High,Public,1401,1401,4.65,5.5,7,6.6,1.4,1.3,3.3,9.5,5.2,1,0
Moscow City University,Russia,Europe,Large,Foucsed,High,Public,1401,1401,4.27,7.1,1.9,10.7,1.1,2.7,3.3,2.5,1.9,1,0
Naresuan University,Thailand,Asia,Large,Full Comprehensive,Medium,Public,1401,1201,4.58,6.6,2.8,6.6,1.9,7.3,1.2,10.1,2.5,1.7,-200
National University of Life and Environmental Sciences of Ukraine,Ukraine,Europe,Large,Foucsed,Very High,Public,1401,1201,5.54,5.8,3.9,15.8,1.4,1.2,1.2,20,3.7,1,-200
National University of Modern Languages (NUML)  Islamabad,Pakistan,Asia,Large,Foucsed,Medium,Public,1401,1201,4.84,7,7.3,5.2,1.5,3.4,1.2,8.1,2.6,1.2,-200
Nova Southeastern University,United States,Americas,Large,Comprehensive,High,Public,1401,1201,4.65,2.7,3.5,11.6,2.8,4.7,3.9,13.2,8.9,1.2,-200
Pontifícia Universidade Católica de Minas Gerais  PUC Minas,Brazil,Americas,Extra Large,Foucsed,High,Private,1401,1401,3.74,4.9,4.6,1.9,1.5,1.9,1.1,8.3,9.4,1,0
Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Americas,Medium,Comprehensive,Medium,Semi-Autonomous,1401,1401,3.34,4.2,3.8,7,2,1.8,1.2,2.3,1.9,1,0
Pontifícia Universidade Católica do Paraná,Brazil,Americas,Medium,Full Comprehensive,High,Private,1401,1401,5.07,4.1,2.9,7.6,3.9,1.8,1.3,28.9,3.9,1.4,0
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Europe,Large,Foucsed,High,Public,1401,1201,4.72,7,4.1,6.4,1.3,1.9,4.4,9,5.6,1.2,-200
Russian State University for the Humanities,Russia,Europe,Medium,Foucsed,Very High,Public,1401,1201,4.46,5.1,2.6,14.2,1.2,1.8,4,7.5,3.3,1,-200
Sakarya University,Turkey,Asia,Extra Large,Full Comprehensive,High,Public,1401,1401,5.06,4.6,3.1,3.1,3.3,1.4,11.3,27.6,1.9,2.7,0
Shanghai Normal University,China (Mainland),Asia,Extra Large,Comprehensive,High,Public,1401,1201,5.46,5,1.6,10.9,4.3,4.5,1.6,26.5,1.5,1.3,-200
Shibaura Institute of Technology,Japan,Asia,Medium,Foucsed,Very High,Private,1401,1201,5,4.5,2.5,3.1,5.1,13,8.7,14.5,1.8,1,-200
Silpakorn University,Thailand,Asia,Large,Comprehensive,High,Public,1401,1201,5.38,6.3,5.4,4.4,2.8,4.3,1.2,24.7,2.5,1,-200
Soochow University (Taiwan),Taiwan,Asia,Large,Foucsed,High,Semi-Autonomous,1401,1401,3.73,4.7,5.3,4.1,1.8,3.8,2.9,3.4,3.2,1.8,0
Soongsil University,South Korea,Asia,Large,Comprehensive,High,Semi-Autonomous,1401,1201,5.44,3.5,6,8.3,4.5,5.2,11.2,14.9,2.8,1,-200
Stamford University Bangladesh,Bangladesh,Asia,Large,Foucsed,Medium,Public,1401,1401,5.44,9.7,4.6,1.2,1.4,12.5,9.6,2.2,3.6,1,0
State University of Malang,Indonesia,Asia,Large,Foucsed,Very High,Public,1401,1401,5.12,6.3,2.5,8.7,1.7,13.7,1.3,11.5,5.4,1.1,0
Stefan cel Mare University of Suceava,Romania,Europe,Medium,Comprehensive,High,Public,1401,1201,5.44,3.8,2.4,4.5,4.2,2.3,25.5,19.3,4.1,1.9,-200
The University of Notre Dame  Australia,Australia,Oceania,Medium,Foucsed,Very High,Private,1401,1401,5.09,3,3.7,3.5,7.2,21.4,2.2,10.6,1.7,1,0
Udayana University,Indonesia,Asia,Extra Large,Full Comprehensive,Medium,Public,1401,1401,4.86,6.4,4.7,5.7,1.4,7.4,3.4,12.3,3.7,1,0
United International University,Bangladesh,Asia,Medium,Comprehensive,Medium,Semi-Autonomous,1401,1201,5.36,6.3,8.7,3,2.5,12.5,1.1,8.8,3.9,1,-200
Universidad Alberto Hurtado,Chile,Americas,Medium,Comprehensive,High,Private,1401,1201,5.37,8.6,4.2,3.1,2.8,12.7,1.7,8.2,2.2,1,-200
Universidad Autónoma de Aguascalientes,Mexico,Americas,Large,Full Comprehensive,Medium,Public,1401,1201,6.44,3.1,1.6,32.5,1.2,12.5,9.6,10.8,1.6,1,-200
Universidad Autónoma de Baja California,Mexico,Americas,Extra Large,Comprehensive,High,Public,1401,1201,4.67,6.6,4.4,4.4,1.5,2.6,1.1,12.5,2.1,7.5,-200
Universidad Autónoma de Chile,Chile,Americas,Extra Large,Foucsed,High,Private,1401,1401,5.5,5.3,2,4.2,3.1,12.4,1.4,32.6,2.1,2.8,0
Universidad Autónoma de Querétaro (UAQ),Mexico,Americas,Large,Full Comprehensive,Medium,Public,1401,1401,3.48,4.4,2.4,6,2.1,3.8,1.5,7.3,2,1,0
Universidad Autónoma de San Luis de Potosí,Mexico,Americas,Extra Large,Full Comprehensive,Medium,Public,1401,1401,4.41,5.9,1.8,5.4,2.4,1.6,1.3,21.4,1.6,1.1,0
Universidad Autonoma de Yucatan,Mexico,Americas,Large,Comprehensive,High,Public,1401,1401,3.64,5.5,1.5,4.9,2.4,2.2,1.1,10.1,1.6,1,0
Universidad Autónoma del Estado de Morelos (UAEM),Mexico,Americas,Large,Full Comprehensive,Medium,Public,1401,1401,4.39,3.5,1.8,15.5,1.6,2.6,1.2,17.4,1.9,1,0
Universidad Bernardo O'Higgins,Chile,Americas,Medium,Foucsed,Very High,Private,1401,1201,5,4.6,4.3,9.9,2,13.3,2.1,13.1,2.2,1,-200
"Universidad Católica Boliviana ""San Pablo""",Bolivia,Americas,Large,Foucsed,Medium,Private,1401,1401,4.24,3.9,2.9,4.2,1.1,2.3,2.7,7.7,26.2,1,0
Universidad Católica de Colombia,Colombia,Americas,Medium,Foucsed,High,Private,1401,1401,3.77,6.1,3.2,5.1,1.6,3.3,1.1,5,2.3,1,0
Universidad Católica de La Santísima Concepción - UCSC,Chile,Americas,Medium,Full Comprehensive,High,Private,1401,1401,4.6,3.4,2.1,8.2,2.8,5.2,1.1,28.3,2,1.2,0
Universidad Católica de Santiago de Guayaquil,Ecuador,Americas,Large,Foucsed,Medium,Private,1401,1401,4.58,4.5,3.4,1.3,1.5,16.7,1.2,10.3,16.6,1,0
Universidad Católica de Temuco,Chile,Americas,Medium,Comprehensive,High,Private,1401,1201,5.7,4.1,1.4,2,4.8,35.1,9.6,14.3,2,1.1,-200
Universidad Central de Chile,Chile,Americas,Large,Foucsed,Medium,Semi-Autonomous,1401,1401,3.26,4.4,2.4,3,1.7,4.6,1.8,9.4,2,1,0
Universidad de Caldas,Colombia,Americas,Large,Full Comprehensive,Medium,Public,1401,1401,4.07,4.9,2.4,3.5,1.5,12.5,9.6,6.5,2.1,1,0
Universidad de Carabobo,Venezuela,Americas,Large,Full Comprehensive,Low,Public,1401,1201,5.84,4.7,6.1,17.4,1,12.5,9.6,3.1,5.4,1,-200
Universidad de Cartagena,Colombia,Americas,Large,Full Comprehensive,Medium,Public,1401,1201,3.77,4.8,2.7,4,3.2,2.2,1.1,11,2.1,1.2,-200
Universidad de Córdoba - Colombia,Colombia,Americas,Large,Comprehensive,Medium,Public,1401,1201,5.98,11.8,2.4,2.9,1.4,12.5,9.6,5.3,1.9,1,-200
Universidad de Cuenca,Ecuador,Americas,Large,Full Comprehensive,Medium,Public,1401,1401,5.3,7.2,2.2,4.9,2,2.2,1.4,24.4,7.8,2.7,0
Universidad de Guanajuato,Mexico,Americas,Extra Large,Comprehensive,High,Public,1401,1201,5.4,7.1,2.1,5,2.8,5.9,1.3,22.9,6.8,1.1,-200
Universidad de La Salle,Colombia,Americas,Medium,Foucsed,High,Private,1401,1401,3.9,6,3.9,6.4,1.3,2.9,1.3,5,2.2,1,0
Universidad de La Serena,Chile,Americas,Medium,Comprehensive,High,Public,1401,1401,4.22,4,2.6,3.3,5.6,4.4,1.3,14.7,2.1,1.1,0
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,Americas,Large,Comprehensive,High,Public,1401,1201,4.76,6.1,3.9,10.6,1.3,2.7,1.1,11,4.5,1.1,-200
Universidad de Medellín,Colombia,Americas,Medium,Specialist,High,Semi-Autonomous,1401,1201,4.62,6.5,3.2,7.9,2.2,2.7,1.8,5.9,7.8,1.1,-200
Universidad de Santander - UDES,Colombia,Americas,Large,Foucsed,Medium,Semi-Autonomous,1401,1401,3.44,3.3,2.3,8,1.3,3.7,1.9,11.9,2.2,1.1,0
Universidad de Sonora,Mexico,Americas,Extra Large,Comprehensive,High,Public,1401,1401,2.98,3.6,1.6,4.4,1.8,3.4,1.5,9.2,2.1,1,0
Universidad del Cauca,Colombia,Americas,Large,Comprehensive,Medium,Public,1401,1201,5.54,7.9,2,5.3,1.7,21.7,1.1,11.8,4.5,1,-200
Universidad del Valle de Mexico (UVM),Mexico,Americas,Extra Large,Full Comprehensive,Low,Semi-Autonomous,1401,1401,3.86,3.8,9.9,3.9,1.1,2,1.6,4.8,3.1,1,0
Universidad Michoacana de San Nicolás de Hidalgo,Mexico,Americas,Extra Large,Full Comprehensive,Medium,Public,1401,1401,4.08,4.1,1.8,2.5,2,12.5,9.6,14,1.5,1,0
Universidad Nacional de Quilmes,Argentina,Americas,Large,Foucsed,High,Public,1401,1401,3.95,6.7,1.7,3.3,1.7,2.8,1.8,11.9,2.9,1,0
Universidad Nacional de Tucumán,Argentina,Americas,Extra Large,Full Comprehensive,Medium,Public,1401,1401,6,7.4,2.1,2.6,1.6,12.5,9.6,31,3.6,1,0
Universidad Nacional del Comahue,Argentina,Americas,Extra Large,Full Comprehensive,Medium,Public,1401,1201,6.12,5.1,2.4,20.4,1.3,12.5,9.6,13.1,2.1,1.2,-200
UNIVERSIDAD POLITECNICA SALESIANA,Ecuador,Americas,Large,Comprehensive,High,Private,1401,1401,4.04,6.4,3.3,3.3,1.5,6.2,1.7,6.8,4.1,1,0
Universidad Popular Autónoma del Estado de Puebla (UPAEP),Mexico,Americas,Medium,Foucsed,High,Semi-Autonomous,1401,1201,4.32,5.2,3.4,13,1.2,3.9,2,5.1,2.2,1,-200
Universidad San Ignacio de Loyola,Peru,Americas,Large,Foucsed,High,Private,1401,1201,4.6,6.1,9,2,1.5,4.1,1.6,7.6,3.7,1.3,-200
Universidad Tecnica Particular De Loja (UTPL),Ecuador,Americas,Extra Large,Foucsed,High,Private,1401,1401,4.19,6,2.3,1.4,1.6,7.9,1.9,15.7,4.6,1.5,0
Universidad Tecnológica de Bolívar,Colombia,Americas,Medium,Foucsed,High,Private,1401,1401,3.02,2.2,3.5,2.9,2.7,3.6,2.3,6.8,6.4,1,0
Universidad Tecnológica de la Habana José Antonio Echeverría  Cujae,Cuba,Americas,Medium,Specialist,Low,Public,1401,1201,4.7,4.9,1.3,19.1,1.1,3.1,4.1,4.8,5,1,-200
Universidad Tecnológica de Pereira,Colombia,Americas,Large,Comprehensive,Medium,Public,1401,1401,3.16,3.8,3.6,3.4,1.9,1.4,1.2,9.6,2.1,1,0
Universidad Veracruzana,Mexico,Americas,Extra Large,Foucsed,Very High,Public,1401,1201,5.64,7.7,2.7,7.3,1.4,12.5,9.6,13.6,1.5,1.1,-200
Universidade do Estado de Santa Catarina,Brazil,Americas,Extra Large,Comprehensive,High,Public,1401,1401,4.9,3.7,1.3,15.4,1.7,12.5,9.6,9,2.2,1,0
Universidade Estadual de Londrina,Brazil,Americas,Large,Full Comprehensive,High,Public,1401,1401,4.62,3.9,2.5,13.7,3.3,2.1,1.3,13.4,1.3,2.8,0
