country,year,indicator,value,category
Gabon,2005,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.24,attainment
Gabon,2005,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,0.4,attainment
Gabon,2005,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),0.63,attainment
Gabon,2005,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,5.73,attainment
Gabon,2005,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),10.6,attainment
Gabon,2005,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,0.97,attainment
Gabon,2005,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),5.0,attainment
Gabon,2005,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,5.31,attainment
Gabon,2005,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),12.91,attainment
Gabon,2005,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,7.81,attainment
Gabon,2005,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),11.66,attainment
Gabon,2005,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,9.08,attainment
Gabon,2005,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),14.77,attainment
Gabon,2005,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,10.14,attainment
Gabon,2005,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),16.19,attainment
Gabon,2005,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Completed Tertiary,10.51,attainment
Gabon,2005,Barro-Lee: Percentage of population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),15.05,attainment
Gabon,2005,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Completed Tertiary,10.5,attainment
Gabon,2005,Barro-Lee: Percentage of population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),15.05,attainment
Gabon,2005,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Completed Tertiary,7.74,attainment
Gabon,2005,Barro-Lee: Percentage of population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),11.05,attainment
Gabon,2005,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Completed Tertiary,7.76,attainment
Gabon,2005,Barro-Lee: Percentage of population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),11.05,attainment
Gabon,2005,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Completed Tertiary,2.49,attainment
Gabon,2005,Barro-Lee: Percentage of population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.62,attainment
Gabon,2005,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Completed Tertiary,2.56,attainment
Gabon,2005,Barro-Lee: Percentage of population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),3.62,attainment
Gabon,2005,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Completed Tertiary,0.84,attainment
Gabon,2005,Barro-Lee: Percentage of population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.21,attainment
Gabon,2005,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Completed Tertiary,0.48,attainment
Gabon,2005,Barro-Lee: Percentage of population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.69,attainment
Gabon,2005,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Completed Tertiary,0.26,attainment
Gabon,2005,Barro-Lee: Percentage of population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),0.38,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 15+, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 15+, total",0.05,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 15-19, female",0.02,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 15-19, total",0.02,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 20-24, female",0.02,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 20-24, total",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 25+, female",0.04,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 25+, total",0.07,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 25-29, female",0.02,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 25-29, total",0.04,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 30-34, female",0.06,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 30-34, total",0.07,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 35-39, female",0.04,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 35-39, total",0.07,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",0.05,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 40-44, total",0.09,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",0.05,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",0.09,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",0.08,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",0.08,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",0.06,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 65-69, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 65-69, total",0.06,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 70-74, female",0.03,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 70-74, total",0.04,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 75+, female",0.01,attainment
"Gambia, The",2005,"Barro-Lee: Average years of tertiary schooling, age 75+, total",0.03,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,0.58,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.04,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Completed Tertiary,0.16,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.83,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Completed Tertiary,0.29,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.64,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Completed Tertiary,0.78,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.18,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Completed Tertiary,0.46,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.72,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Completed Tertiary,1.21,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.87,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Completed Tertiary,0.84,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 35-39 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.19,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Completed Tertiary,0.96,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 40-44 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.37,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Completed Tertiary,0.93,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 45-49 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.37,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Completed Tertiary,0.69,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 50-54 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.02,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Completed Tertiary,0.65,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 55-59 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.02,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Completed Tertiary,0.64,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 60-64 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.99,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Completed Tertiary,0.64,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 65-69 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.99,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Completed Tertiary,0.52,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 70-74 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.8,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Completed Tertiary,0.29,attainment
"Gambia, The",2005,Barro-Lee: Percentage of female population age 75+ with tertiary schooling. Total (Incomplete and Completed Tertiary),0.45,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,0.94,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),1.7,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Completed Tertiary,0.12,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 15-19 with tertiary schooling. Total (Incomplete and Completed Tertiary),0.64,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,0.5,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.22,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,1.38,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),2.06,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Completed Tertiary,0.83,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 25-29 with tertiary schooling. Total (Incomplete and Completed Tertiary),1.35,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Completed Tertiary,1.28,attainment
"Gambia, The",2005,Barro-Lee: Percentage of population age 30-34 with tertiary schooling. Total (Incomplete and Completed Tertiary),2.04,attainment
